UTC_Time,Operation,Coin,Amount,Investment,Wallet
2021-05-17 04:03:38,Buy,USDT,-899.20000000,0.00,BINANCE
2021-05-17 04:03:38,Buy,ETH,0.28100000,0.00,BINANCE
2021-05-17 04:03:38,Fee,BNB,-0.00134964,0.00,BINANCE
2021-05-17 22:02:41,Small assets exchange BNB,USDT,-0.02060000,0.00,BINANCE
2021-05-17 22:02:41,Small assets exchange BNB,BNB,0.00003900,0.00,BINANCE
2021-05-18 01:00:53,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-19 01:00:14,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-19 03:47:08,Deposit,BTC,0.00399931,200,BINANCE
2021-05-19 12:37:37,Buy,USDT,352.91228823,0.00,BINANCE
2021-05-19 12:37:37,Fee,BNB,-0.00069780,0.00,BINANCE
2021-05-19 12:37:37,Buy,BTC,-0.00926700,0.00,BINANCE
2021-05-19 13:00:44,Fee,BNB,-0.00081025,0.00,BINANCE
2021-05-19 13:00:44,Buy,BTC,0.01037900,0.00,BINANCE
2021-05-19 13:00:44,Buy,USDT,-352.88600000,0.00,BINANCE
2021-05-19 18:10:52,Buy,ETH,-0.07291823,0.00,BINANCE
2021-05-19 18:10:52,Buy,ADA,117.00000000,0.00,BINANCE
2021-05-19 18:10:52,Fee,BNB,-0.00038595,0.00,BINANCE
2021-05-19 18:19:39,Small assets exchange BNB,USDT,-0.02628823,0.00,BINANCE
2021-05-19 18:19:39,Small assets exchange BNB,BNB,0.00006832,0.00,BINANCE
2021-05-20 01:02:21,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-21 01:01:20,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-21 16:03:48,Fee,BNB,-0.00036357,0.00,BINANCE
2021-05-21 16:03:48,Buy,USDT,153.33938040,0.00,BINANCE
2021-05-21 16:03:48,Buy,BTC,-0.00415200,0.00,BINANCE
2021-05-21 17:19:26,Fee,BNB,-0.00017601,0.00,BINANCE
2021-05-21 17:19:26,Buy,USDT,-78.66600000,0.00,BINANCE
2021-05-21 17:19:26,Buy,XMR,0.28095000,0.00,BINANCE
2021-05-21 17:19:27,Fee,BNB,-0.00016707,0.00,BINANCE
2021-05-21 17:19:27,Buy,XMR,0.26669000,0.00,BINANCE
2021-05-21 17:19:27,Buy,USDT,-74.67320000,0.00,BINANCE
2021-05-22 00:56:56,Small assets exchange BNB,USDT,-0.00018040,0.00,BINANCE
2021-05-22 00:56:56,Small assets exchange BNB,BNB,0.00000054,0.00,BINANCE
2021-05-22 13:21:27,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-23 01:00:12,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-23 15:51:20,Buy,BUSD,191.40304040,0.00,BINANCE
2021-05-23 15:51:20,Buy,ETH,-0.09988000,0.00,BINANCE
2021-05-23 15:51:20,Fee,BNB,-0.00061077,0.00,BINANCE
2021-05-23 16:07:41,Buy,BUSD,-191.40100000,0.00,BINANCE
2021-05-23 16:07:41,Buy,ETH,0.10346000,0.00,BINANCE
2021-05-24 01:00:02,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-25 01:00:22,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-26 06:20:49,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-27 00:56:18,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-28 00:57:25,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-28 22:55:08,Deposit,BTC,0.01151905,493.12,BINANCE
2021-05-28 23:00:06,Large OTC trading,BTC,-0.00287976,0.00,BINANCE
2021-05-28 23:00:06,Large OTC trading,ETH,0.04214667,0.00,BINANCE
2021-05-28 23:01:07,Large OTC trading,BTC,-0.00287976,0.00,BINANCE
2021-05-28 23:01:07,Large OTC trading,ADA,67.36280702,0.00,BINANCE
2021-05-28 23:01:48,Large OTC trading,XMR,0.23621579,0.00,BINANCE
2021-05-28 23:01:48,Large OTC trading,BTC,-0.00172785,0.00,BINANCE
2021-05-28 23:02:59,Large OTC trading,BNB,0.17949853,0.00,BINANCE
2021-05-28 23:02:59,Large OTC trading,BTC,-0.00172786,0.00,BINANCE
2021-05-29 00:56:41,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-29 03:58:54,Large OTC trading,BNB,0.16170035,0.00,BINANCE
2021-05-29 03:58:54,Large OTC trading,ETH,-0.02221122,0.00,BINANCE
2021-05-29 04:00:47,Large OTC trading,ETH,-0.02221122,0.00,BINANCE
2021-05-29 04:00:47,Large OTC trading,BTC,0.00153584,0.00,BINANCE
2021-05-30 00:57:03,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-05-31 00:56:47,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-01 00:55:04,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-02 00:55:30,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-03 00:55:37,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-04 04:10:53,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-05 00:53:18,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-06 00:55:02,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-07 00:53:48,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-08 00:53:26,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-09 00:51:35,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-10 00:53:10,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-11 00:52:19,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-12 00:50:48,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-13 00:49:35,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-14 00:49:12,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-14 22:41:05,Deposit,BTC,0.01131335,560,BINANCE
2021-06-15 00:01:37,transfer_out,BTC,-0.00727449,0.00,BINANCE
2021-06-15 00:15:51,Large OTC trading,BTC,-0.00334000,0.00,BINANCE
2021-06-15 00:15:51,Large OTC trading,XMR,0.48785333,0.00,BINANCE
2021-06-15 00:47:59,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-16 00:47:43,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-17 00:46:36,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-18 00:46:54,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-18 12:25:12,Small assets exchange BNB,BUSD,-0.00204040,0.00,BINANCE
2021-06-18 12:25:12,Small assets exchange BNB,BNB,0.00000571,0.00,BINANCE
2021-06-19 00:45:28,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-20 00:46:13,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-21 00:39:11,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-22 00:46:05,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-22 15:12:50,Deposit,BUSD,310.07751937,400,BINANCE
2021-06-22 15:13:51,Large OTC trading,BUSD,-310.07751937,0.00,BINANCE
2021-06-22 15:13:51,Large OTC trading,BTC,0.01002822,0.00,BINANCE
2021-06-23 00:44:14,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-24 00:43:37,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-24 17:07:34,Sell,BUSD,545.86000000,0.00,BINANCE
2021-06-24 17:07:34,Sell,BTC,-0.01559600,0.00,BINANCE
2021-06-25 00:42:45,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-25 16:28:07,Buy,BTC,0.01705800,0.00,BINANCE
2021-06-25 16:28:07,Buy,BUSD,-545.85600000,0.00,BINANCE
2021-06-26 00:43:34,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-27 00:42:16,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-28 00:41:14,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-28 15:39:43,Sell,ETH,-0.10470000,0.00,BINANCE
2021-06-28 15:39:43,Sell,BUSD,219.87000000,0.00,BINANCE
2021-06-29 00:41:02,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-06-29 23:29:11,transfer_in,BTC,0.00727449,0.00,BINANCE
2021-06-30 00:41:25,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-07-01 00:38:57,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-07-01 14:30:57,Buy,ETH,0.10520000,0.00,BINANCE
2021-07-01 14:30:57,Buy,BUSD,-219.86800000,0.00,BINANCE
2021-07-02 00:37:27,POS savings interest,ADA,0.01803621,0.00,BINANCE
2021-07-02 22:58:02,Sell,BUSD,225.64250000,0.00,BINANCE
2021-07-02 22:58:02,Sell,ETH,-0.10495000,0.00,BINANCE
2021-07-03 00:44:55,POS savings redemption,ADA,84.51040763,0.00,BINANCE
2021-07-06 05:00:10,Sell,BNB,-0.60400000,0.00,BINANCE
2021-07-06 05:00:10,Sell,BUSD,190.86400000,0.00,BINANCE
2021-07-08 07:32:44,Buy,BUSD,-225.63200000,0.00,BINANCE
2021-07-08 07:32:44,Buy,ETH,0.10256000,0.00,BINANCE
2021-07-09 16:24:11,Buy,BUSD,-190.84920000,0.00,BINANCE
2021-07-09 16:24:11,Buy,BNB,0.60780000,0.00,BINANCE
2021-07-12 00:26:41,transfer_out,ADA,-51.00000000,0.00,BINANCE
2021-07-12 00:26:41,Fee,ADA,-1.00000000,0.00,YOROI
2021-07-12 00:26:41,transfer_in,ADA,51.00000000,0.00,YOROI
2021-07-12 00:34:41,transfer_out,ADA,-297.73113500,0.00,BINANCE
2021-07-12 00:34:41,Fee,ADA,-1.00000000,0.00,YOROI
2021-07-12 00:34:41,transfer_in,ADA,297.73113500,0.00,YOROI
2021-07-12 01:34:25,Fee,ADA,-2.17513700,0.00,YOROI
2021-07-19 16:51:44,Large OTC trading,BUSD,-44.49250000,0.00,BINANCE
2021-07-19 16:51:44,Large OTC trading,BTC,0.00144613,0.00,BINANCE
2021-07-20 19:11:55,Deposit,BUSD,381.67938931,500,BINANCE
2021-07-20 19:12:26,Buy,BUSD,-381.65216817,0.00,BINANCE
2021-07-20 19:12:26,Fee,BNB,-0.00106927,0.00,BINANCE
2021-07-20 19:12:26,Buy,BTC,0.01282300,0.00,BINANCE
2021-07-31 18:50:24,Deposit,USDT,363.39000000,461.51,BINANCE
2021-08-01 02:34:51,Buy,USDT,-363.38681250,0.00,BINANCE
2021-08-01 02:34:51,Buy,ETH,0.14125000,0.00,BINANCE
2021-08-01 02:34:51,Fee,BNB,-0.00080277,0.00,BINANCE
2021-08-03 02:26:29,Sell,BUSD,854.11949100,0.00,BINANCE
2021-08-03 02:26:29,Sell,BTC,-0.02190000,0.00,BINANCE
2021-08-03 02:30:10,Small assets exchange BNB,USDT,-0.00318750,0.00,BINANCE
2021-08-03 02:30:10,Small assets exchange BNB,BNB,0.00000952,0.00,BINANCE
2021-08-04 02:52:25,POS savings purchase,BNB,-0.80737754,0.00,BINANCE
2021-08-05 06:45:04,Buy,BTC,0.02190200,0.00,BINANCE
2021-08-05 06:45:04,Buy,BUSD,-854.13419600,0.00,BINANCE
2021-08-06 01:04:57,POS savings interest,BNB,0.00027827,0.00,BINANCE
2021-08-07 01:05:05,POS savings interest,BNB,0.00027827,0.00,BINANCE
2021-08-07 09:06:00,Sell,BUSD,523.11000000,0.00,BINANCE
2021-08-07 09:06:00,Sell,ETH,-0.17437000,0.00,BINANCE
2021-08-08 00:57:24,POS savings interest,BNB,0.00027827,0.00,BINANCE
2021-08-09 00:58:15,POS savings interest,BNB,0.00027827,0.00,BINANCE
2021-08-09 04:34:07,Buy,BUSD,-522.29744990,0.00,BINANCE
2021-08-09 04:34:07,Buy,ETH,0.17678000,0.00,BINANCE
2021-08-09 04:34:07,Fee,ETH,-0.00001227,0.00,BINANCE
2021-08-09 04:34:07,Fee,BNB,-0.00106996,0.00,BINANCE
2021-08-10 01:01:07,POS savings interest,BNB,0.00027827,0.00,BINANCE
2021-08-11 01:02:16,POS savings interest,BNB,0.00027827,0.00,BINANCE
2021-08-12 01:11:35,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-13 01:07:05,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-14 00:55:54,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-15 00:54:39,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-15 17:38:24,Deposit,BUSD,781.25000000,1000,BINANCE
2021-08-15 18:30:33,Buy,BUSD,-260.66062000,0.00,BINANCE
2021-08-15 18:30:33,Buy,BTC,0.00566900,0.00,BINANCE
2021-08-15 22:24:14,Buy,ADA,120.14000000,0.00,BINANCE
2021-08-15 22:24:14,Buy,BUSD,-261.42464000,0.00,BINANCE
2021-08-15 23:38:53,Buy,ETH,0.07878000,0.00,BINANCE
2021-08-15 23:38:53,Buy,BUSD,-259.97400000,0.00,BINANCE
2021-08-16 00:56:01,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-17 00:57:09,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-18 00:42:41,transfer_out,ADA,-120.14000000,0.00,BINANCE
2021-08-18 00:42:41,Fee,ADA,-1.00000000,0.00,YOROI
2021-08-18 00:42:41,transfer_in,ADA,120.14000000,0.00,YOROI
2021-08-18 00:57:48,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-19 00:56:59,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-19 02:29:26,Sell,ETH,-0.10748000,0.00,BINANCE
2021-08-19 02:29:26,Sell,BUSD,323.74373240,0.00,BINANCE
2021-08-19 02:29:26,Fee,BNB,-0.00060919,0.00,BINANCE
2021-08-19 16:52:05,Buy,ETH,0.09807000,0.00,BINANCE
2021-08-19 16:52:05,Buy,BUSD,-299.75661160,0.00,BINANCE
2021-08-19 16:52:05,Fee,BNB,-0.00053537,0.00,BINANCE
2021-08-19 16:54:26,Buy,ADA,10.93000000,0.00,BINANCE
2021-08-19 16:54:26,Fee,BNB,-0.00004269,0.00,BINANCE
2021-08-19 16:54:26,Buy,BUSD,-23.82740000,0.00,BINANCE
2021-08-20 00:58:49,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-20 13:51:14,Large OTC trading,ADA,40.00000080,0.00,BINANCE
2021-08-20 13:51:14,Large OTC trading,BTC,-0.00216200,0.00,BINANCE
2021-08-20 14:34:42,transfer_out,ADA,-50.93000100,0.00,BINANCE
2021-08-20 14:34:42,Fee,ADA,-1.00000000,0.00,YOROI
2021-08-20 14:34:42,transfer_in,ADA,50.93000100,0.00,YOROI
2021-08-21 00:58:34,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-22 00:58:49,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-22 19:20:09,Sell,BUSD,1149.63300000,0.00,BINANCE
2021-08-22 19:20:09,Sell,BTC,-0.02365500,0.00,BINANCE
2021-08-22 21:59:15,Sell,XMR,-1.27170000,0.00,BINANCE
2021-08-22 21:59:15,Sell,BUSD,381.51000000,0.00,BINANCE
2021-08-22 23:53:42,Small assets exchange BNB,XMR,-0.00000912,0.00,BINANCE
2021-08-22 23:53:42,Small assets exchange BNB,BNB,0.00000608,0.00,BINANCE
2021-08-22 23:58:44,Buy,BUSD,-448.84870000,0.00,BINANCE
2021-08-22 23:58:44,Buy,AXS,5.81000000,0.00,BINANCE
2021-08-23 00:59:12,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-23 23:18:43,Deposit,BUSD,514.70588235,700,BINANCE
2021-08-23 23:47:34,Buy,BNB,0.51500000,0.00,BINANCE
2021-08-23 23:47:34,Buy,BUSD,-257.33005000,0.00,BINANCE
2021-08-24 00:33:25,Buy,ADA,88.76000000,0.00,BINANCE
2021-08-24 00:33:25,Buy,BUSD,-257.40400000,0.00,BINANCE
2021-08-24 01:00:07,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-24 04:20:42,transfer_out,ADA,-88.76000000,0.00,BINANCE
2021-08-24 04:20:42,Fee,ADA,-1.00000000,0.00,YOROI
2021-08-24 04:20:42,transfer_in,ADA,88.76000000,0.00,YOROI
2021-08-24 13:36:27,Buy,BUSD,-1082.42300000,0.00,BINANCE
2021-08-24 13:36:27,Buy,BTC,0.02231800,0.00,BINANCE
2021-08-25 00:59:21,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-26 01:01:14,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-27 01:00:30,POS savings interest,BNB,0.00022407,0.00,BINANCE
2021-08-27 04:48:06,Sell,ETH,-0.21020000,0.00,BINANCE
2021-08-27 04:48:06,Sell,BUSD,651.62000000,0.00,BINANCE
2021-08-27 05:05:16,Sell,BUSD,1080.53000000,0.00,BINANCE
2021-08-27 05:05:16,Sell,BTC,-0.02299000,0.00,BINANCE
2021-08-28 00:44:19,POS savings interest,BNB,0.00018647,0.00,BINANCE
2021-08-29 00:44:54,POS savings interest,BNB,0.00018647,0.00,BINANCE
2021-08-30 00:45:47,POS savings interest,BNB,0.00018647,0.00,BINANCE
2021-08-30 04:45:01,Buy,ADA,152.50000000,0.00,BINANCE
2021-08-30 04:45:01,Buy,BUSD,-427.00000000,0.00,BINANCE
2021-08-31 00:46:10,POS savings interest,BNB,0.00014443,0.00,BINANCE
2021-08-31 01:48:23,transfer_out,ADA,-592.67526700,0.00,YOROI
2021-08-31 01:48:23,Fee,ADA,-1.00000000,0.00,YOROI
2021-08-31 01:48:23,transfer_in,ADA,592.67526700,0.00,YOROI
2021-08-31 02:48:16,transfer_out,ADA,-10.17504900,0.00,YOROI
2021-08-31 02:48:16,Fee,ADA,-0.17504900,0.00,YOROI
2021-08-31 02:48:16,transfer_in,ADA,10.17504900,0.00,YOROI
2021-09-01 00:48:35,POS savings interest,BNB,0.00014443,0.00,BINANCE
2021-09-02 00:49:14,POS savings interest,BNB,0.00014443,0.00,BINANCE
2021-09-03 00:47:18,POS savings interest,BNB,0.00014443,0.00,BINANCE
2021-09-03 03:26:00,transfer_out,ADA,-152.50000000,0.00,BINANCE
2021-09-03 03:26:00,Fee,ADA,-1.00000000,0.00,YOROI
2021-09-03 03:26:00,transfer_in,ADA,152.50000000,0.00,YOROI
2021-09-03 15:50:49,Deposit,BUSD,769.23076923,1000,BINANCE
2021-09-04 00:47:40,POS savings interest,BNB,0.00014443,0.00,BINANCE
